Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Weather Normalized Source EUI (kBtu/ft²),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Total GHG Emissions (Metric Tons CO2e),Direct GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions (Metric Tons CO2e),Property GFA - Self-Reported (ft²),Water Intensity (All Water Sources) (gal/ft²),Source EUI (kBtu/ft²),Latitude,Longitude,Community Board,Council District,Census Tract,log_Order,log_Property Id,log_DOF Gross Floor Area,log_Largest Property Use Type - Gross Floor Area (ft²),log_Year Built,log_Number of Buildings - Self-reported,log_Occupancy,log_Site EUI (kBtu/ft²),log_Weather Normalized Site EUI (kBtu/ft²),log_Weather Normalized Site Electricity Intensity (kWh/ft²),log_Weather Normalized Site Natural Gas Intensity (therms/ft²),log_Weather Normalized Source EUI (kBtu/ft²),log_Natural Gas Use (kBtu),log_Weather Normalized Site Natural Gas Use (therms),log_Electricity Use - Grid Purchase (kBtu),log_Weather Normalized Site Electricity (kWh),log_Total GHG Emissions (Metric Tons CO2e),log_Direct GHG Emissions (Metric Tons CO2e),log_Indirect GHG Emissions (Metric Tons CO2e),log_Property GFA - Self-Reported (ft²),log_Water Intensity (All Water Sources) (gal/ft²),log_Source EUI (kBtu/ft²),log_Latitude,log_Community Board,log_Council District,log_Census Tract,Borough_Bronx,Borough_Brooklyn,Borough_Manhattan,Borough_Queens,Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Office,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility,score
6343,2668970,83766.0,1929,1,100,81.5,4.4,0.7,122.3,5912460.5,64063.7,1389462.2,395273.6,443.0,314.0,128.9,89630.0,63.6,117.9,40.869199,-73.916989,12.0,10.0,303.0,8.755107121633896,14.797203188158635,11.335782476216703,11.368362013778876,7.564757012905729,0.0,4.605170185988092,4.400603020246817,4.460144413937834,1.4816045409242156,-0.35667494393873245,4.8064770426931265,15.59257263099891,11.067633179846744,14.144427323764432,12.887333462334112,6.093569770045136,5.749392985908253,4.859036909945142,11.403445364351407,4.152613470346076,4.769836807543325,3.7103766986564555,2.4849066497880004,2.302585092994046,5.713732805509369,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6356,4492199,60180.0,1925,1,100,77.8,2.2,,103.5,,,411789.1,120688.5,325.0,286.8,38.2,55000.0,,94.5,40.870379,-73.917269,12.0,10.0,303.0,8.757154527656606,15.317852894838731,11.005095350184035,10.915088464214607,7.562681246721884,0.0,4.605170185988092,4.354141431184346,4.462453883786496,0.7884573603642703,,4.639571612705423,,,12.928266604065726,11.70096812499879,5.783825182329737,5.658785108725465,3.6428355156125294,10.915088464214607,,4.548599834499697,3.7104055708387924,2.4849066497880004,2.302585092994046,5.713732805509369,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6361,5083682,151794.0,1921,1,100,17.9,1.9,0.1,32.3,2828000.2,28280.0,1656594.2,475808.5,303.9,150.2,153.7,250000.0,21.62,32.7,40.871283,-73.914278,12.0,10.0,297.0,8.757940876678804,15.441546360161322,11.930279617470806,12.429216196844383,7.560601162768557,0.0,4.605170185988092,2.884800712846709,2.8791984572980396,0.6418538861723947,-2.3025850929940455,3.475067230228611,14.855080376719956,10.24991012001051,14.320274365993244,13.072770741340436,5.716698699922747,5.011967739330034,5.03500265054455,12.429216196844383,3.073618812211062,3.487375077903208,3.7104276893026924,2.4849066497880004,2.302585092994046,5.6937321388027,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6364,2640734,86352.0,1920,1,100,64.9,3.9,0.0,,282008.1,2867.7,1209756.3,339231.3,441.6,329.3,112.3,87351.0,64.21,95.2,40.866188,-73.930131,12.0,10.0,287.0,8.758412389457677,14.786567466782268,11.366187244858423,11.366187244858423,7.560080465021827,0.0,4.605170185988092,4.1728476237100445,,1.3609765531356006,-inf,,12.549691072911997,7.961265593737827,14.005929492329544,12.734437454586118,6.090404494962885,5.7969691893823185,4.721173861744398,11.377689763693581,4.162158961805957,4.55597994179732,3.7103030218779662,2.4849066497880004,2.302585092994046,5.659482215759621,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6365,2665494,80736.0,1927,1,100,99.0,4.1,,129.2,,,1221597.8,348769.4,659.3,546.0,113.4,85580.0,75.98,130.4,40.866383,-73.930384,12.0,10.0,287.0,8.758569510991506,14.795899964257613,11.298939851440783,11.314791549160047,7.563719668414366,0.0,4.605170185988092,4.59511985013459,4.591071261608589,1.410986973710262,,4.861361591348501,,,14.015670231968107,12.762166237810717,6.491178666119254,6.302618975744905,4.730921391293652,11.357206889970808,4.330470147759479,4.870606649492553,3.71030779353748,2.4849066497880004,2.302585092994046,5.659482215759621,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6367,3114991,56700.0,1925,1,100,80.2,5.2,0.7,,3865518.3,42544.7,1122807.1,321890.1,309.5,205.3,104.2,62205.0,13.13,121.9,40.86695,-73.928417,12.0,10.0,295.0,8.758883680017025,14.951736820953931,10.945529489715843,10.97301426030914,7.562681246721884,0.0,4.605170185988092,4.384523514872469,,1.6486586255873816,-0.35667494393873245,,15.167606331918499,10.65831056690141,13.931342446926893,12.681965461921134,5.734958092124651,5.324472324024888,4.646312129319266,11.038190661348592,2.574899688314705,4.803201036487226,3.710321667925791,2.4849066497880004,2.302585092994046,5.68697535633982,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6369,2801274,58585.0,1926,1,100,96.2,4.1,0.9,137.6,4776898.4,51994.5,858306.8,243107.8,333.4,253.7,79.7,58585.0,,131.6,40.8669,-73.927086,12.0,10.0,295.0,8.759197750371365,14.84558487166432,10.978233970102256,10.95164829770814,7.563200592358071,0.0,4.605170185988092,4.566429357671661,4.633757642840004,1.410986973710262,-0.10536051565782628,4.924350925499243,15.379302023567314,10.858893222738836,13.6627168903127,12.401260245350981,5.809342970316694,5.536152466605236,4.378269585796169,10.978233970102256,,4.879767018891217,3.7103204444424978,2.4849066497880004,2.302585092994046,5.68697535633982,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6371,2817487,56700.0,1925,1,100,174.8,,,,1688985.3,,2338688.1,,782.8,565.8,217.0,59200.0,,261.9,40.866335,-73.927882,12.0,10.0,295.0,8.759511722116487,14.851355910865903,10.945529489715843,10.918718232265187,7.562681246721884,0.0,4.605170185988092,5.163642463221435,,,,,14.339638492377285,,14.665100689090298,,6.662877235521921,6.338240658867467,5.37989735354046,10.988676820872097,,5.567962751513666,3.7103066189772504,2.4849066497880004,2.302585092994046,5.68697535633982,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6373,2669418,52143.0,1930,1,100,109.5,4.0,,147.2,,,783341.6,218301.0,467.9,395.2,72.7,55080.0,62.74,140.9,40.868076,-73.925114,12.0,10.0,295.0,8.759825595314295,14.797371029087788,10.861745223231589,10.901911113948806,7.5652752818989315,0.0,4.605170185988092,4.695924549256556,4.763881877142913,1.3862943611198906,,4.991792206294776,,,13.571324150588037,12.293630123379582,6.148254597872171,5.979391965873713,4.286341384539473,10.916541952842591,4.138999202762532,4.948050418904635,3.7103492203731365,2.4849066497880004,2.302585092994046,5.68697535633982,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6380,2656275,124174.0,1938,1,100,88.1,5.6,,136.8,,,2179617.3,623939.0,767.4,565.1,202.3,111174.0,59.63,130.7,40.872899,-73.918181,12.0,10.0,307.0,8.760923376338836,14.79243532337528,11.729439086792329,11.577532733744627,7.569411792450712,0.0,4.605170185988092,4.478472532942134,4.553876891600541,1.7227665977411035,,4.918520005188451,,,14.594659868895771,13.343807886162839,6.643008177812852,6.337002706635798,5.3097517441737,11.61885182051047,4.0881588031350145,4.872904620630176,3.71046722728474,2.4849066497880004,2.302585092994046,5.726847747587197,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6392,4628488,148500.0,1973,0,100,49.4,12.9,0.0,143.2,45000.0,450.0,479317.8,137460.6,46.9,2.4,44.5,10617.0,,146.2,40.812717,-73.915369,1.0,8.0,43.0,8.76280248744611,15.347740806853439,11.908340237224891,9.270211769013573,7.587310506022615,-inf,4.605170185988092,3.899950424193877,3.879499813722586,2.5572273113676265,-inf,4.964242254526545,10.714417768752456,6.1092475827643655,13.08011912195032,11.831092609572224,3.8480176754522337,0.8754687373538999,3.7954891891721947,9.270211769013573,,4.9849755473156785,3.708993724020983,0.0,2.0794415416798357,3.7612001156935624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6395,3124135,87000.0,1924,1,100,12.2,2.6,0.0,31.9,312576.0,3743.0,792238.0,232191.6,90.1,16.6,73.5,90422.0,3.31,31.1,40.804746,-73.922527,1.0,8.0,19.0,8.763271714012943,14.954668002836447,11.37366339763672,11.401122015898842,7.562161631225652,0.0,4.605170185988092,2.501435951739211,2.5572273113676265,0.9555114450274363,-inf,3.462606009790799,12.652602918590267,8.22764270790443,13.582617130704469,12.355318171880977,4.500920164614292,2.8094026953624978,4.297285406218791,11.412242879604197,1.1969481893889715,3.4372078191851885,3.7087983981744705,0.0,2.0794415416798357,2.9444389791664403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6399,4043729,50710.0,1929,1,50,52.0,15.2,,163.3,,,2636793.6,772799.9,244.7,0.0,244.7,50.0,,163.3,40.809294,-73.922739,1.0,8.0,39.0,8.76389700713946,15.212677844018481,10.833878408789065,10.833878408789065,7.564757012905729,0.0,3.912023005428146,3.9512437185814275,3.9512437185814275,2.7212954278522306,,5.095588999976419,,,14.785074191509878,13.55777543248085,5.5000329704486255,-inf,5.5000329704486255,3.912023005428146,,5.095588999976419,3.7089098495866226,0.0,2.0794415416798357,3.6635616461296463,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
6400,4926664,88323.0,1983,1,100,79.5,5.1,0.7,125.2,5444526.6,59200.5,1573958.5,452020.4,435.2,289.2,146.1,88323.0,56.67,120.7,40.808373,-73.921129,1.0,8.0,39.0,8.764053269347762,15.410172643544085,11.388755828325348,11.388755828325348,7.592366128519796,0.0,4.605170185988092,4.375757021660286,4.436751534363128,1.62924053973028,-0.35667494393873245,4.829912458665998,15.51012136842075,10.988685266782376,14.269104341665265,13.02148259053928,6.0758056955417326,5.66711849028461,4.984291318756654,11.388755828325348,4.037244970181528,4.793308128103486,3.708887280943487,0.0,2.0794415416798357,3.6635616461296463,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6402,4339617,51614.0,1996,1,80,5.5,1.6,,17.2,,,361229.7,105776.2,33.5,0.0,33.5,66000.0,12.06,17.2,40.808615,-73.921699,1.0,8.0,39.0,8.764365720529808,15.283296653334503,10.851548232499086,11.097410021008562,7.59890045687141,0.0,4.382026634673881,1.7047480922384253,1.7047480922384253,0.47000362924573563,,2.8449093838194073,,,12.797269323058224,11.569080820359652,3.5115454388310208,-inf,3.5115454388310208,11.097410021008562,2.4898941912990393,2.8449093838194073,3.7088932110814627,0.0,2.0794415416798357,3.6635616461296463,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6407,3452974,110939.0,2000,1,100,21.3,2.2,0.2,39.8,1327527.8,15287.4,790429.6,218832.4,143.9,70.5,73.4,99277.0,29.97,39.0,40.811299,-73.917061,1.0,8.0,41.0,8.765146421639022,15.054746446659449,11.616735779687223,11.50566920185545,7.600902459542082,0.0,4.605170185988092,3.0587070727153796,3.131136910560194,0.7884573603642703,-1.6094379124341003,3.6838669122903918,14.098828973498543,9.634784238682128,13.580331874107296,12.296061419005895,4.969118613893322,4.255612709818223,4.29592393562047,11.50566920185545,3.4001968813285717,3.6635616461296463,3.708958979344854,0.0,2.0794415416798357,3.713572066704308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
6413,4930972,132147.0,2015,1,100,33.4,7.2,0.1,86.5,1460006.7,14600.1,4059604.5,1189801.9,454.3,77.5,376.7,165184.0,,86.5,40.815363,-73.915947,1.0,17.0,71.0,8.766082459148864,15.411046686828755,11.791670218299156,11.016512149807108,7.608374474380783,0.0,4.605170185988092,3.5085558999826545,3.5085558999826545,1.9740810260220096,-2.3025850929940455,4.460144413937834,14.193951582715085,9.58878365698804,15.216596113039781,13.98929738064171,6.118757772765358,4.350277936359301,5.931449114697996,12.014815283078285,,4.460144413937834,3.709058554652818,0.0,2.833213344056216,4.2626798770413155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6423,4749220,181500.0,1931,1,100,3.2,0.9,0.0,9.5,30639.5,306.4,490985.0,143899.5,47.2,1.6,45.6,165000.0,,9.5,40.807415,-73.928882,1.0,8.0,19.0,8.767640577257792,15.373490952000484,12.109010932687042,12.013700752882718,7.565793282428515,0.0,4.605170185988092,1.1631508098056809,1.1631508098056809,-0.10536051565782628,-inf,2.2512917986064953,10.33004530518352,5.724891437866436,13.104168856411833,11.87687041823426,3.8543938925915096,0.47000362924573563,3.8199077165203406,12.013700752882718,,2.2512917986064953,3.7088638050934457,0.0,2.0794415416798357,2.9444389791664403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
6430,3452999,214560.0,2001,1,100,7.5,1.8,0.0,19.8,86078.5,860.8,542073.0,147449.6,54.9,4.6,50.3,84144.0,3.63,21.3,40.810699,-73.931313,1.0,8.0,51.0,8.768729817231666,15.054753686768844,12.276344698515505,11.340284895829125,7.601402334583733,0.0,4.605170185988092,2.0149030205422647,1.9459101490553132,0.5877866649021191,-inf,2.9856819377004897,11.363014949593225,6.75786218940752,13.203155957699256,11.901241701455747,4.005513348515485,1.5260563034950492,3.9180050771056933,11.340284895829125,1.2892326482767593,3.0587070727153796,3.708944277425893,0.0,2.0794415416798357,3.9318256327243257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
6431,4509467,154380.0,1928,1,30,30.2,3.1,,52.6,,,1662267.3,475978.1,379.6,225.4,154.3,154380.0,3.66,53.4,40.808492,-73.930665,1.0,8.0,51.0,8.768885326134862,15.321689522676659,11.947172374503845,11.457930591341297,7.564238475170491,0.0,3.4011973816621555,3.407841924380824,3.3978584803966405,1.1314021114911006,,3.9627161197436642,,,14.32369307179063,13.073127123751776,5.939118066735773,5.417876601605676,5.038898759369115,11.947172374503845,1.297463147413275,3.977810745966149,3.708890197007465,0.0,2.0794415416798357,3.9318256327243257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6433,3506790,69780.0,1930,1,100,44.5,7.2,0.2,100.3,1619799.9,18090.1,2006433.4,585220.0,272.2,86.0,186.2,81410.0,,98.3,40.816241,-73.918355,1.0,17.0,65.0,8.769196271411001,15.0702116470899,11.153102714740765,10.97078115794681,7.5652752818989315,0.0,4.605170185988092,3.7954891891721947,3.8437441646748516,1.9740810260220096,-1.6094379124341003,4.60816569496789,14.297813181061008,9.803120106290038,14.511869276012646,13.279743123894074,5.6065370902173655,4.454347296253507,5.226821364842967,11.307253394568024,,4.5880240271531205,3.70908006592926,0.0,2.833213344056216,4.174387269895637,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6449,4551208,82956.0,1922,1,100,22.0,0.2,0.3,29.0,1859700.1,22363.3,56052.3,16428.0,104.0,98.8,5.2,87103.0,,24.4,40.816951,-73.929876,1.0,8.0,63.0,8.771680359010377,15.330903250195199,11.326065625733266,11.374846605416213,7.561121589530238,0.0,4.605170185988092,3.091042453358316,3.269568939183719,-1.6094379124341003,-1.2039728043259361,3.367295829986474,14.435925796130233,10.015176501352611,10.934040462448769,9.70674247507645,4.6443908991413725,4.593097604753822,1.6486586255873816,11.374846605416213,,3.1945831322991562,3.70909746081442,0.0,2.0794415416798357,4.143134726391533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6450,4600619,60200.0,1928,1,100,37.3,5.3,0.2,80.3,2162983.5,25415.3,2028750.0,594592.5,303.2,114.9,188.3,112506.0,2.44,76.8,40.816014,-73.928428,1.0,8.0,63.0,8.771835409789817,15.341701417623629,11.005427631296913,11.630761832537774,7.564238475170491,0.0,4.605170185988092,3.6189933266497696,3.703768066607687,1.667706820558076,-1.6094379124341003,4.385769620952716,14.586999076612065,10.143106633864061,14.522930397810939,13.295631575944888,5.714392653768217,4.74406218485471,5.238036435663107,11.630761832537774,0.8919980393051105,4.341204640153626,3.7090745044021407,0.0,2.0794415416798357,4.143134726391533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
6454,3452967,122354.0,2006,1,100,15.5,2.7,0.1,36.7,777959.3,9420.3,1111043.9,325628.3,144.4,41.3,103.1,122030.0,4.4,35.3,40.814007,-73.93132,1.0,8.0,63.0,8.772455372611907,15.054744419419425,11.714673761429994,11.712022195125884,7.603897968521881,0.0,4.605170185988092,2.740840023925201,2.8213788864092133,0.9932517730102834,-2.3025850929940455,3.6027767550605247,13.564429488167445,9.150622214197057,13.920810581792507,12.693511825795422,4.972587226458726,3.720862499966987,4.635699391022914,11.712022195125884,1.4816045409242156,3.563882963939251,3.7090253313166555,0.0,2.0794415416798357,4.143134726391533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
6463,5831091,118000.0,1952,1,100,31.9,4.4,0.1,,1461938.8,16931.2,1832875.1,517062.9,282.9,112.8,170.1,118000.0,,65.8,40.820072,-73.929818,4.0,8.0,63.0,8.773848885262895,15.578714676325013,11.678439903447801,11.678439903447801,7.5766097669730375,0.0,4.605170185988092,3.462606009790799,,1.4816045409242156,-2.3025850929940455,,14.19527405795057,9.736913352709813,14.421396384838474,13.15591980953311,5.645093478307522,4.725616339063959,5.136386499401816,11.678439903447801,,4.186619838331271,3.7091739212213977,1.3862943611198906,2.0794415416798357,4.143134726391533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
6464,3126761,52000.0,1951,1,100,23.2,,,,768101.5,,475017.5,,84.9,40.8,44.1,53500.0,,43.0,40.823861,-73.928008,4.0,8.0,63.0,8.774003600200931,14.955508202434869,10.858998997563564,10.819778284410283,7.576097340623111,0.0,4.605170185988092,3.1441522786722644,,,,,13.551677164855587,,13.071106924443388,,4.441474093317302,3.708682081410116,3.7864597824528,10.887436932884098,,3.7612001156935624,3.7092667388959875,1.3862943611198906,2.0794415416798357,4.143134726391533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6468,3114641,464489.0,2006,4,100,77.9,19.8,0.1,223.8,4470078.7,51301.0,30297971.4,8819782.5,3049.1,237.4,2811.6,446258.0,15.47,223.7,40.823467,-73.931,4.0,8.0,63.0,8.774622220696997,14.95162445476589,13.048693155577796,12.868064500082463,7.603897968521881,1.3862943611198906,4.605170185988092,4.355425952876702,4.368181227851829,2.9856819377004897,-2.3025850929940455,5.4107527958778245,15.312916572698745,10.84546552414626,17.226591317743264,15.992507767814969,8.022601744088995,5.469746482175568,7.94150899530175,13.008652539086164,2.738902664584975,5.410305868496084,3.709257087630976,1.3862943611198906,2.0794415416798357,4.143134726391533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
6476,4954136,137150.0,2008,1,100,84.9,25.5,0.0,273.2,499.0,5.0,1661992.9,499262.8,154.3,0.0,154.2,19579.0,7.45,266.6,40.818727,-73.914241,1.0,17.0,71.0,8.775858314797526,15.415733341218212,11.828830496365748,11.593767852814329,7.60489448081162,0.0,4.605170185988092,4.441474093317302,4.465908118654584,3.2386784521643803,-inf,5.610204127696635,6.212606095751519,1.6094379124341003,14.323527982426913,13.120887889407088,5.038898759369115,-inf,5.038250461129229,9.882212842257273,2.0082140323914683,5.585749407744609,3.7091409712021273,0.0,2.833213344056216,4.2626798770413155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6477,4954137,151229.0,2006,1,100,191.8,22.4,1.3,378.1,17801647.1,203280.7,11750927.2,3443999.3,2036.0,945.5,1090.5,154051.0,12.45,360.9,40.819224,-73.913785,1.0,17.0,71.0,8.776012719182917,15.415733543069736,11.926550523278303,11.252793706605454,7.603897968521881,0.0,4.605170185988092,5.256453162449338,5.338499156180869,3.109060958860994,0.26236426446749106,5.9351587108968875,16.6948015446892,12.222343061514287,16.279442706079458,15.052143941277706,7.618742377670413,6.851713888098512,6.994391585641684,11.94503899540264,2.5217206229107165,5.8886009116487426,3.7091531469119268,0.0,2.833213344056216,4.2626798770413155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6482,5845999,120000.0,2009,1,100,39.9,11.7,,125.4,,,5109811.0,1497599.7,474.2,0.0,474.2,128000.0,,125.4,40.823702,-73.91194,3.0,17.0,141.0,8.776784383701493,15.581268053596181,11.695247021764184,11.759785542901755,7.605392364814935,0.0,4.605170185988092,3.686376323895818,3.686376323895818,2.4595888418037104,,4.83150862819882,,,15.446672975194508,14.219374184384932,6.161629173631305,-inf,6.161629173631305,11.759785542901755,,4.83150862819882,3.709262844107358,1.0986122886681098,2.833213344056216,4.948759890378168,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
